# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	404	405	406	407	504	505	506	507
# BRICK 
2	601
# GẠCH XÂY
98	609
#GẠCH VẰN
97	610
# QUESTION MARK BRICK 
99	620	608
# GOOMBA
3	701	702
#GẠCH NỀN
4	602
5	603
6	604
7	605
8	606	
9	607
#HỘP XANH LÁ
11	1111
12	1112
13	1113
14	1114
15	1115
16	1116	
17	1117
18	1118
19	1119

# HỘP XANH BIỂN
21	2111
22	2112
23	2113
24	2114
25	2115
26	2116
27	2117
28	2118
29	2119
#HỘP TRẮNG
31	3111
32	3112
33	3113
34	3114	
35	3115
36	3116
37	3117
38	3118
39	3119
# HỘP HỒNG
41	4111
42	4112
43	4113
44	4114
45	4115
46	4116
47	4117
48	4118
49	4119
#BÓNG
61	6111
62	6112
63	6113
64	6114
65	6115
#====CÂY===============
51	5111
52	5112
53	5113
54	5114
55	5115
56	5116
57	5117
#==CỎ==============
58	5118
#====TRỤ==============
71	7111
72	7112
73	7113
74	7114
#=======MÂY==========
91	9111
92	9112
93	9113
94	9114
95	9115
96	9116
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Va chạm, 2 = Goomba, 3 = Rùa, 4=Không va chạm, 5 = va chạm trên

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	32	150	4
1	48	150	5
1	64	150	5
1	80	150	5
1	96	150	5
1	112	150	5
1	128	150	5
1	144	150	5
1	160	150	5
1	176	150	5
1	192	150	5
1	208	150	5
1	224	150	5
1	240	150	5
1	256	150	5
1	272	150	5
1	288	150	5
1	304	150	5
1	320	150	5
1	336	150	5
1	352	150	5
1	368	150	5
1	384	150	5
1	400	150	5
1	416	150	5
1	432	150	5
1	448	150	5
1	464	150	5
1	480	150	5
1	496	150	5
1	512	150	5
1	528	150	5
1	544	150	5
1	560	150	5
1	576	150	5
1	592	150	5
1	608	150	5
1	624	150	5
1	640	150	5
#GẠCH LẦN 2
1	656	150	7
1	672	150	8
1	688	150	8
1	704	150	8
1	720	150	8
1	736	150	8
1	752	150	8
1	768	150	8
1	784	150	8
1	800	150	8
1	816	150	8
1	832	150	8
1	848	150	8
1	864	150	8
1	880	150	8
1	896	150	8
1	912	150	8
1	928	150	8
1	944	150	8
1	960	150	8
1	976	150	8
1	992	150	8
1	1008	150	8
1	1024	150	8
1	1040	150	8
1	1056	150	8
1	1072	150	8
1	1088	150	8
1	1104	150	9
1	656	134	4
1	672	134	5
1	688	134	5
1	704	134	5
1	720	134	5
1	736	134	5
1	752	134	5
1	768	134	5
1	784	134	5
1	800	134	5
1	816	134	5
1	832	134	5
1	848	134	5
1	864	134	5
1	880	134	5
1	896	134	5
1	912	134	5
1	928	134	5
1	944	134	5
1	960	134	5
1	976	134	5
1	992	134	5
1	1008	134	5
1	1024	134	5
1	1040	134	5
1	1056	134	5
1	1072	134	5
1	1088	134	5
1	1104	134	6
#LẦN 3
1	1184	150	4
1	1200	150	5
1	1216	150	5
1	1232	150	5
1	1248	150	5
1	1264	150	5
1	1280	150	5
1	1296	150	5
1	1312	150	5
1	1328	150	5
1	1344	150	5
1	1360	150	5
1	1376	150	5
1	1392	150	5
1	1408	150	5
1	1424	150	5
1	1440	150	5
1	1456	150	5
1	1472	150	5
1	1488	150	5
1	1504	150	5
1	1520	150	6
#LẦN 4
1	1568	150	4
1	1584	150	5
1	1600	150	5
1	1616	150	5
1	1632	150	6
#LẦN 5
1	1696	150	4
1	1712	150	5
1	1728	150	5
1	1744	150	5
1	1760	150	5
1	1776	150	5
1	1792	150	5
1	1808	150	5
1	1824	150	5
1	1840	150	5
1	1856	150	5
1	1872	150	5
1	1888	150	5
1	1904	150	5
1	1920	150	5
1	1936	150	5
1	1952	150	5
1	1968	150	5
1	1984	150	5
1	2000	150	5
1	2016	150	5
1	2032	150	5
1	2048	150	5
1	2064	150	5
1	2080	150	5
1	2096	150	5
1	2112	150	5
1	2128	150	5
1	2144	150	5
1	2160	150	5
1	2176	150	5
1	2192	150	5
1	2208	150	5
1	2224	150	5
1	2240	150	5
1	2256	150	6
#LẦN 6
1	2288	150	4
1	2304	150	5
1	2320	150	5
1	2336	150	5
1	2352	150	5
1	2368	150	5
1	2384	150	5
1	2400	150	5
1	2416	150	5
1	2432	150	5
1	2448	150	5
1	2464	150	5
1	2480	150	5
1	2496	150	5
1	2512	150	5
1	2528	150	5
1	2544	150	5
1	2560	150	5
1	2576	150	5
1	2592	150	5
1	2608	150	5
1	2624	150	5
1	2640	150	5
1	2656	150	5
1	2672	150	5
1	2688	150	5
1	2704	150	5
1	2720	150	5
1	2736	150	5
1	2752	150	5
1	2768	150	5
1	2784	150	5
1	2800	150	5
1	2816	150	5
1	2832	150	6

#CÂY 1
4	48	134	52
4	64	134	54
4	80	134	54
4	96	134	54
4	112	134	57
4	128	134	53
4	144	134	54
4	160	134	56
4	48	118	52
4	64	118	57
4	80	118	53
4	96	118	54
4	112	118	56
4	128	118	52
4	144	118	57
4	159	118	55
4	49	102	51
4	64	102	53
4	80	102	56
4	97	102	51
4	112	102	55
4	129	102	51
4	144	102	55
4	65	86	51
4	80	86	55
#CÂY 2
4	849	118	51
4	864	118	53
4	880	118	54
4	896	118	54
4	912	118	54
4	928	118	54
4	944	118	54
4	960	118	56
4	977	118	51
4	992	118	53
4	1008	118	54
4	1024	118	56
4	864	102	52
4	880	102	57
4	896	102	53
4	912	102	57
4	928	102	53
4	944	102	54
4	960	102	56
4	992	102	52
4	1008	102	57
4	1024	102	55
4	865	86	51
4	880	86	55
4	897	86	51
4	912	86	53
4	928	86	56
4	945	86	51
4	960	86	55
4	993	86	51
4	1008	86	55
4	913	70	51
4	928	70	55
#==CÂY 3
4	1921	134	51
4	1936	134	53
4	1952	134	54
4	1968	134	56
4	1936	118	52
4	1952	118	57
4	1968	118	55
4	1937	102	51
4	1952	102	55

#===CÂY 4
4	2400	134	52
4	2416	134	54
4	2432	134	54
4	2448	134	54
4	2464	134	54
4	2480	134	56
4	2400	118	52
4	2416	118	54
4	2432	118	54
4	2448	118	54
4	2464	118	57
4	2480	118	55
4	2400	102	52
4	2416	102	54
4	2432	102	54
4	2448	102	54
4	2464	102	56
4	2401	86	51
4	2416	86	53
4	2432	86	54
4	2448	86	54
4	2464	86	56
4	2417	70	51
4	2432	70	53
4	2448	70	54
4	2464	70	56
4	2432	54	52
4	2448	54	54
4	2464	54	56
4	2432	38	52
4	2448	38	57
4	2464	38	55
4	2433	22	51
4	2448	22	55


#===CỎ
4	192	134	58
4	208	134	58
4	224	134	58
4	704	118	58
4	720	118	58
4	736	118	58
4	752	118	58
4	768	118	58
4	784	118	58
4	1072	118	58
4	1088	118	58
4	1216	134	58
4	1232	134	58
4	1248	134	58
4	1760	134	58
4	1776	134	58
4	1792	134	58
#======GẠCH HỎI
7	208	86	99
7	224	86	99
7	256	38	99
7	272	38	99
7	688	118	99
7	736	86	99
7	448	54	99
7	1504	102	99
#====HỘP LẦN 1
4	272	134	43
4	288	134	46
4	304	134	49
4	272	118	42
4	288	118	45
4	304	118	48
5	272	102	41
5	288	102	44
5	304	102	47
4	320	134	26
4	336	134	29
4	320	118	25
4	336	118	28
4	320	102	25
4	336	102	28
4	304	86	22
4	320	86	25
4	336	86	28
5	304	70	21
5	320	70	24
5	336	70	27
4	320	134	62
4	320	118	62
4	320	110	61
4	352	134	62
4	352	118	62
4	352	102	62
4	352	86	62
4	352	78	61
#HỘP LẦN 2
4	432	134	13
4	448	134	16
4	464	134	16
4	480	134	16
4	496	134	19
4	512	134	46
4	528	134	46
4	544	134	13
4	560	134	16
4	576	134	16
4	592	134	16
4	608	134	16
4	624	134	19
4	432	118	12
4	448	118	15
4	464	118	15
4	480	118	15
4	496	118	18
4	512	118	45
4	528	118	45
5	544	118	11
5	560	118	14
5	576	118	14
5	592	118	14
5	608	118	14
5	624	118	17
5	432	102	11
5	448	102	14
5	464	102	14
5	480	102	14
5	496	102	17
4	512	102	45
4	528	102	45
4	544	102	48
4	560	102	35
4	576	102	35
4	592	102	38
4	496	86	42
4	512	86	45
4	528	86	45
4	544	86	48
4	560	86	35
4	576	86	35
4	592	86	38
5	496	70	41
5	512	70	44
5	528	70	44
5	544	70	47
4	560	70	35
4	576	70	35
4	592	70	38
4	544	54	32
4	560	54	35
4	576	54	35
4	592	54	38
5	544	38	31
5	560	38	34
5	576	38	34
5	592	38	37
#==HỘP LẦN 3
4	1296	134	13
4	1312	134	16
4	1328	134	16
4	1344	134	16
4	1360	134	16
4	1376	134	16
4	1392	134	19
4	1408	134	46
4	1424	134	49
4	1440	134	26
4	1456	134	29
5	1296	118	11
5	1312	118	14
5	1328	118	14
5	1344	118	14
5	1360	118	14
5	1376	118	14
5	1392	118	17
4	1408	118	45
4	1424	118	48
4	1440	118	25
4	1456	118	28
4	1328	102	42
4	1344	102	45
4	1360	102	45
4	1376	102	45
4	1392	102	45
4	1408	102	45
4	1424	102	48
4	1440	102	25
4	1456	102	28
5	1328	86	41
5	1344	86	44
5	1360	86	44
5	1376	86	44
5	1392	86	44
5	1408	86	44
5	1424	86	47
4	1440	86	25
4	1456	86	28
4	1360	70	22
4	1376	70	25
4	1392	70	25
4	1408	70	25
4	1424	70	25
4	1440	70	25
4	1456	70	28
5	1360	54	21
5	1376	54	24
5	1392	54	24
5	1408	54	24
5	1424	54	24
5	1440	54	24
5	1456	54	27
#=====HỘP LẦN 4
4	2176	134	43
4	2192	134	46
4	2208	134	49
4	2224	134	16
4	2240	134	19
4	2176	118	42
4	2192	118	45
4	2208	118	48
4	2224	118	15
4	2240	118	18
5	2176	102	41
5	2192	102	44
5	2208	102	47
4	2224	102	15
4	2240	102	18
4	2208	86	12
4	2224	86	15
4	2240	86	18
4	2208	70	12
4	2224	70	15
4	2240	70	18
4	2208	54	12
4	2224	54	15
4	2240	54	18
4	2208	38	12
4	2224	38	15
4	2240	38	18
4	2208	22	12
4	2224	22	15
4	2240	22	18
5	2208	6	11
5	2224	6	14
5	2240	6	17

#==GẠCH VẰN
1	1600	134	97
1	1616	134	97
1	1632	134	97
1	1616	118	97
1	1632	118	97
1	1632	102	97
1	1696	134	97
1	1712	134	97
1	1728	134	97
1	1696	118	97
1	1712	118	97
1	1696	102	97
1	1536	70	97
1	1552	70	97

1	2288	102	97
1	2304	102	97

1	2288	38	97
1	2304	38	97

#TRỤ
1	385	134	72
1	400	134	74
1	385	118	72
1	400	118	74
1	384	102	71
1	400	102	73
#TRỤ lần 2
1	1825	134	72
1	1840	134	74			
1	1889	134	72
1	1904	134	74
1	1824	118	71
1	1840	118	73		
1	1889	118	72
1	1904	118	74
1	1888	102	71
1	1904	102	73
#TRỤ LẦN 3
1	2289	134	72
1	2304	134	74			
1	2353	134	72
1	2368	134	74
1	2289	118	72
1	2304	118	74			
1	2352	118	71
1	2368	118	73

1	2289	22	72
1	2304	22	74
1	2289	6	72
1	2304	6	74
1	2289	-10	72
1	2304	-10	74
1	2289	-26	72
1	2304	-26	74
1	2289	-42	72
1	2304	-42	74
1	2289	-58	72
1	2304	-58	74
1	2289	-74	72
1	2304	-74	74
1	2289	-90	72
1	2304	-90	74
1	2289	-106	72
1	2304	-106	74
1	2289	-122	72
1	2304	-122	74
1	2289	-138	72
1	2304	-138	74
1	2288	-154	71
1	2304	-154	73
#====GẠCH XÂY
1	1984	134	98
1	2000	134	98
1	2016	134	98
1	2032	134	98
1	2048	134	98
1	2064	134	98
1	2080	134	98			
1	2128	134	98
1	2144	134	98
1	2000	118	98
1	2016	118	98
1	2032	118	98
1	2048	118	98
1	2064	118	98			
1	2128	118	98
1	2016	102	98
1	2032	102	98
1	2048	102	98
1	2064	102	98

#=========MÂY==============
4	144	22	92
4	160	22	94
4	176	22	94
4	192	22	96
4	144	6	91
4	160	6	93
4	176	6	93
4	192	6	95
#LẦN 2
4	352	6	92
4	368	6	94
4	384	6	96
4	352	-10	91
4	368	-10	93
4	384	-10	95
#LẦN 3
4	672	22	92
4	688	22	94
4	704	22	96
4	672	6	91
4	688	6	93
4	704	6	95
#LẦN4
4	752	54	92
4	768	54	94
4	784	54	94
4	800	54	94
4	816	54	96
4	752	38	91
4	768	38	93
4	784	38	93
4	800	38	93
4	816	38	95
#LẦN 5
4	1200	22	92
4	1216	22	94
4	1232	22	96
4	1200	6	91
4	1216	6	93
4	1232	6	95
#LẦN 6
4	1680	22	92
4	1696	22	94
4	1712	22	94
4	1728	22	94
4	1744	22	96
4	1680	6	91
4	1696	6	93
4	1712	6	93
4	1728	6	93
4	1744	6	95
#LẦN 7
4	2352	38	92
4	2368	38	94
4	2384	38	96
4	2352	22	91
4	2368	22	93
4	2384	22	95


2	111	134	3
# MARIO
0	60.0	0	1

	

